nro;nombre_archivo;id_revista;revista;pais;macroarea;metodologia;titulo;anio;autores;doi;url_fulltext;disciplina;objetivo_general;frase_inferencia;frase_muestreo;tipo_estudio;enfoque_metodologico;diseno_estudio;tamano_muestra;es_cuantitativo_con_inferencia;muestreo_probabilistico;muestreo_no_probabilistico;declara_tipo_muestreo;declara_calculo_tamano_muestral;reporta_intervalos_confianza;extrapola_a_poblacion;advierte_limites_muestreo;aplica_muestreo_inferencial;clasificacion_inferencial;motivo_principal;nivel_confianza_clasificacion;incumple_inferencia;software_estadistico;comentario_metodologico;area;macroarea_final;origen;estado;ruta_pdf_ref;clasificacion_original;clasificacion_recheck;clasificacion_final;aplicable_final;_reconfirmado
118;descarga (3).pdf;16.0;Avaliação: Revista da Avaliação da Educação Superior;Brasil;VACIO;Inferencia Estadística;“Prejudice, in fact, is ignorance”: accessibility actions proposal for the inclusion and permanence of employees with disabilities at a federal university in the countryside of Rio Grande do Sul;2024.0;"Giseli Rodrigues Wagner; Márcia Zampieri Grohmann";10.1590/1982-57652024v29id26409025;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772024000100324&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ingenieria y Tecnologia;Ingenieria y Tecnologia;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_2daMuestra\descarga (3).pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
119;descarga (4).pdf;16.0;Avaliação: Revista da Avaliação da Educação Superior;Brasil;VACIO;Inferencia Estadística;A experiência da reforma da matriz curricular do curso de Direito de uma Universidade Federal: processos participativos e perspectivas;2024.0;"Gilberto Fachetti Silvestre; Valter Martins Giovedi";10.1590/1982-57652024v29id275773;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772024000100316&lng=pt&tlng=pt;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ingenieria y Tecnologia;Ingenieria y Tecnologia;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_2daMuestra\descarga (4).pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
120;descarga (5).pdf;16.0;Avaliação: Revista da Avaliação da Educação Superior;Brasil;VACIO;Inferencia Estadística;Academic experiences: adaptation of Civil Engineering students;2024.0;"Rogério de Oliveira Rodrigues; Edgar Bendahan Rodrigues; Renata Trasse de Oliveira Barbosa";10.1590/1982-57652024v29id28235021;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772024000100320&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Agrarias y Ambientales;Ciencias Agrarias y Ambientales;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_2daMuestra\descarga (5).pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
121;descarga (6).pdf;17.0;Basilíade;Brasil;VACIO;Inferencia Estadística;A PROVA DA EXISTÊNCIA DE DEUS NO DE LIBERO ARBITRIO DE AGOSTINHO;2024.0;Maurizio Filippo Di Silva;10.35357/2596-092X.v6n11p11-21/2024;https://fasbam.edu.br/pesquisa/periodicos/index.php/basiliade/article/view/542;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ingenieria y Tecnologia;Ingenieria y Tecnologia;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_2daMuestra\descarga (6).pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
122;descarga (7).pdf;17.0;Basilíade;Brasil;VACIO;Inferencia Estadística;A QUESTÃO SOBRE DEUS NA METAFÍSICA DE ARISTÓTELES;2024.0;Sergio Ricardo Strefling;10.35357/2596-092X.v6n11p39-50/2024;https://fasbam.edu.br/pesquisa/periodicos/index.php/basiliade/article/view/546;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Psicologia;Psicologia;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_2daMuestra\descarga (7).pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
123;descarga (8).pdf;17.0;Basilíade;Brasil;VACIO;Inferencia Estadística;VERDADE E EVIDÊNCIA DA EXISTÊNCIA DE DEUS EM SÃO BOAVENTURA;2024.0;Paulo Martines;10.35357/2596-092X.v6n11p23-38/2024;https://fasbam.edu.br/pesquisa/periodicos/index.php/basiliade/article/view/544;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ingenieria y Tecnologia;Ingenieria y Tecnologia;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_2daMuestra\descarga (8).pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
124;descarga (9).pdf;17.0;Basilíade;Brasil;VACIO;Inferencia Estadística;APONTAMENTOS DE INTRODUÇÃO SOBRE O PROBLEMA DA FILOSOFIA DA LINGUAGEM;2024.0;Aluísio Miranda Von Zuben;10.35357/2596-092X.v6n11p101-114/2024;https://fasbam.edu.br/pesquisa/periodicos/index.php/basiliade/article/view/556;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ingenieria y Tecnologia;Ingenieria y Tecnologia;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_2daMuestra\descarga (9).pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
125;descarga.pdf;17.0;Basilíade;Brasil;VACIO;Inferencia Estadística;O FASCÍNIO DO INVISÍVEL;2024.0;Marcelo Fabri;10.35357/2596-092X.v6n11p51-65/2024;https://fasbam.edu.br/pesquisa/periodicos/index.php/basiliade/article/view/550;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Educacion;Educacion;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_2daMuestra\descarga.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
13;ebenito,+202+Impacto+en+la+Metamemoria+.pdf;19.0;Cartografías del Sur;Argentina;VACIO;Experimental;Acciones colectivas y políticas culturales de base comunitaria:;2020.0;"Mariana Carla Gutiérrez; Patricia Mariel Sorribas";;https://cartografiasdelsur.undav.edu.ar/index.php/CdS/article/view/198;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Psicologia;Psicologia;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_2daMuestra\ebenito,+202+Impacto+en+la+Metamemoria+.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
126;ebenito,+205+Perfil+Neuropsicológico+Asociado+al+Trastorno+Límite+de+la+Personalidad+Un+Estudio+Clínico+en+Mujeres.pdf;17.0;Basilíade;Brasil;VACIO;Inferencia Estadística;A IMAGEM DE DEUS NA MORAL DE SANTO AFONSO DE LIGÓRIO;2024.0;Joaquim Parron-Maria;;https://fasbam.edu.br/pesquisa/periodicos/index.php/basiliade/article/view/552;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_2daMuestra\ebenito,+205+Perfil+Neuropsicológico+Asociado+al+Trastorno+Límite+de+la+Personalidad+Un+Estudio+Clínico+en+Mujeres.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
14;ebenito,+206+Evaluación+de+la+Atención+y+las+Funciones+Ejecutivas+Mediante+Realidad+Virtual+en+Menores+de+Zonas+de+Alto+Riesgo+Soc.pdf;19.0;Cartografías del Sur;Argentina;VACIO;Experimental;Políticas de salud en la emergencia 2002-2007;2020.0;Patricia Domench;10.35428/cds.v0i11.191;http://cartografiasdelsur.undav.edu.ar/index.php/CdS/article/view/191;;;;;;;;;;;Sí;;;;Sí;No;Sí;Debilidad importante;;;No;;;Psicologia;Psicologia;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_2daMuestra\ebenito,+206+Evaluación+de+la+Atención+y+las+Funciones+Ejecutivas+Mediante+Realidad+Virtual+en+Menores+de+Zonas+de+Alto+Riesgo+Soc.pdf;Falla fuerte;Debilidad importante;Debilidad importante;True;True
127;lote_012-021.pdf;17.0;Basilíade;Brasil;VACIO;Inferencia Estadística;Analysis of the Relationship Between Firearm Possession and Residential Robbery in Brazil;2024.0;Fabiano de Mello Vieira;10.35357/2596-092X.v6n11p83-100/2024;https://fasbam.edu.br/pesquisa/periodicos/index.php/basiliade/article/view/554;;;;;;;;;;;No;;;;Sí;No;Sí;Sin falla relevante;;;No;;;Psicologia;Psicologia;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_Descargados_Final\lotes\lote_012-021.pdf;Sin falla relevante;Sin falla relevante;Sin falla relevante;True;True
128;lote_022-031.pdf;17.0;Basilíade;Brasil;VACIO;Inferencia Estadística;Multifactorialidad de la investigación Contable. Una visión transcompleja;2023.0;Alessandro Cavassin Alves;10.35357/2596-092X.v5n9p91-107/2023;https://fasbam.edu.br/pesquisa/periodicos/index.php/basiliade/article/view/431;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ingenieria y Tecnologia;Ingenieria y Tecnologia;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_Descargados_Final\lotes\lote_022-031.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
129;v32n1a01.pdf;17.0;Basilíade;Brasil;VACIO;Inferencia Estadística;EM SI ÔNTICO;2023.0;Bruno Fleck da Silva;10.35357/2596-092X.v5n10p9-22/2023;https://fasbam.edu.br/pesquisa/periodicos/index.php/basiliade/article/view/446;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias Naturales y Exactas;Ciencias Naturales y Exactas;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\PDFs\PDFs_3raMuestra\v32n1a01.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
1;EXP_Cien_0001_2005_Detección_radioinmunoguiada_de_perfora_R20260402A.pdf;;Revista Colombiana de Cirugía;Colombia;;;Detección radioinmunoguiada de perforación del tracto gastrointestinal: Estudio experimental Radioinmmunogided detection of perforation of the gastrointestinal tract;2005.0;;;http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822005000400003;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias sociales y humanidades;;;;;;;Debilidad importante;;
2;EXP_Cien_0002_2021_Chilean_dentists_knowledge_of_hearing__R20260402A.pdf;;Revista de la Facultad de Medicina;Colombia;;;Chilean dentists’ knowledge of hearing loss generated by occupational noise exposure;2021.0;;10.15446/revfacmed.v69n2.79902;https://revistas.unal.edu.co/index.php/revfacmed/article/view/79902;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
3;EXP_Cien_0004_2022_Colonización_nasal_por_Staphylococcus__R20260402A.pdf;;ARS Medica;Chile;;;Colonización nasal por Staphylococcus aureus y Staphylococcus aureus resistente a meticilina (SARM) en auxiliares de enfermería;2022.0;;10.11565/arsmed.v47i1.1869;https://www.arsmedica.cl/index.php/MED/article/view/1869;;;;;;;;;;;No;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias sociales y humanidades;;;;;;;Debilidad importante;;
4;EXP_Cien_0006_2016_Handgrip_strength_and_physical_activit_R20260402A.pdf;;Revista da Escola de Enfermagem da USP;Brasil;;;Handgrip strength and physical activity in frail elderly;2016.0;;10.1590/S0080-623420160000100012;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342016000100086&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
5;EXP_Cien_0007_2013_Morbidades_e_qualidade_de_vida_de_idos_R20260402A.pdf;;Revista da Escola de Enfermagem da USP;Brasil;;;Morbidades e qualidade de vida de idosos com diabetes mellitus residentes nas zonas rural e urbana Morbilidades y calidad de vida de ancianos con diabetes mellitus residentes en zonas rurales y urbanas Morbidity and quality of life of elderly individuals with diabetes mellitus living in urban and rural areas;2013.0;;;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342013000200017;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
6;EXP_Cien_0011_2025_En_pacientes_con_riesgo_intermedio_de__R20260402A.pdf;;Revista Colombiana de Cirugía;Colombia;;;En pacientes con riesgo intermedio de coledocolitiasis cuyo perfil hepático mejoró: ¿Son necesarios otros estudios diagnósticos?;2025.0;;10.30944/20117582.2696;https://www.revistacirugia.org/index.php/cirugia/article/view/2696;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias sociales y humanidades;;;;;;;Debilidad importante;;
7;EXP_Cien_0014_2023_Vasectomy_knowledge_perception_and_acc_R20260402A.pdf;;Revista de la Facultad de Medicina;Colombia;;;Vasectomy: knowledge, perception and acceptance by medical students in Latin America;2023.0;;10.15446/revfacmed.v71n1.95436;https://revistas.unal.edu.co/index.php/revfacmed/article/view/95436;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
8;EXP_Cien_0015_2021_Prevalence_and_characterization_of_uri_R20260402A.pdf;;Revista de la Facultad de Medicina;Colombia;;;Prevalence and characterization of urinary tract infection in socially vulnerable pregnant women from Bucaramanga, Colombia;2021.0;;10.15446/revfacmed.v69n2.77949;https://revistas.unal.edu.co/index.php/revfacmed/article/view/77949;;;;;;;;;;;No;;;;Sí;No;Sí;Debilidad importante;;;No;;;Ciencias sociales y humanidades;;;;;;;Debilidad importante;;
9;EXP_Cien_0018_2020_Efectos_del_desarrollo_sostenible_perc_R20260402A.pdf;;Estudios Gerenciales;Colombia;;;Efectos del desarrollo sostenible percibido por el consumidor. Una propuesta de modelo de hipermercados en Ecuador;2020.0;;https://doi.org/10.18046/j.estger.2020.154.3470;https://www.icesi.edu.co/revistas/index.php/estudios_gerenciales/article/view/3470;;;;;;;;;;;No declara;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
10;EXP_Cien_0019_2016_La_percepción_de_seguridad_en_la_deman_R20260402A.pdf;;Lecturas de Economía;Colombia;;;La percepción de seguridad en la demanda de transporte de la integración bicicleta-metro en Bogotá, Colombia;2016.0;;;http://www.redalyc.org/articulo.oa?id=155243576005;;;;;;;;;;;No;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
11;EXP_Cien_0020_2015_La_diferenciación_espacial_de_la_pobla_R20260402A.pdf;;Revista Argentina de Antropología Biológica;Argentina;;;La diferenciación espacial de la población antigua del Noroeste argentino / Spacial differentiation of Antique population from NOA;2015.0;;;https://revistas.unlp.edu.ar/raab/article/view/1865;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
12;EXP_Cien_0023_2013_Esforços_de_inovação_organizacional_e__R20260402A.pdf;;Revista de Administração Pública;Brasil;;;Esforços de inovação organizacional e qualidade do serviço: um estudo empírico sobre unidades hospitalares Esfuerzos de innovación organizacional y calidad de los servicios: una investigación empírica sobre unidades hospitalarias Organizational innovation and service quality: an empirical analysis on hospital units;2013.0;;;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122013000200003;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
13;EXP_Cien_0024_2005_Diagnósticos_de_enfermagem_do_Padrão_M_R20260402A.pdf;;Revista da Escola de Enfermagem da USP;Brasil;;;Diagnósticos de enfermagem do Padrão Mover em idosos de uma comunidade atendida pelo Programa Saúde da Família Diagnósticos de enfermería del Patrón Movimiento en ancianos asistidos por el Programa Salud de la Familia Nursing diagnoses of the Pattern of Mobility in the elderly attended by the Family Health Program;2005.0;;10.1590/S0080-62342005000100007;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342005000100007;;;;;;;;;;;Sí;;;;No;Sí;Sí;Debilidad importante;;;No;;;Ciencias sociales y humanidades;;;;;;;Debilidad importante;;
14;EXP_Cien_0025_2026_Diferenças_entre_os_sexos_após_12_sema_R20260402A.pdf;;Revista Brasileira de Atividade Física e Saúde;Brasil;;;Diferenças entre os sexos após 12 semanas de treinamento recreacional de beach tennis na pressão arterial em adultos de meia-idade com hipertensão;2026.0;;10.12820/rbafs.31e0427;https://rbafs.org.br/RBAFS/article/view/15478;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias sociales y humanidades;;;;;;;Debilidad importante;;
15;EXP_Cien_0026_2025_Transtorno_do_espectro_autista_e_fator_R20260402A.pdf;;REME: Revista Mineira de Enfermagem;Brasil;;;Transtorno do espectro autista e fatores pré-natais;2025.0;;10.35699/2316-9389.2025.52882;https://periodicos.ufmg.br/index.php/reme/article/view/52882;;;;;;;;;;;Sí;;;;Sí;No;Sí;Debilidad importante;;;No;;;Ciencias sociales y humanidades;;;;;;;Debilidad importante;;
16;EXP_Cien_0028_2025_Association_between_anxiety_symptoms_a_R20260402A.pdf;;Revista Brasileira de Atividade Física e Saúde;Brasil;;;Association between anxiety symptoms and preference for exercise intensity: a cross-sectional study;2025.0;;10.12820/rbafs.30e0415;https://rbafs.org.br/RBAFS/article/view/15395;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
17;EXP_Cien_0029_2025_Los_factores_de_riesgo_asociados_a_la__R20260402A.pdf;;Revista Facultad de Ciencias Económicas;Colombia;;;Los factores de riesgo asociados a la obesidad y sobrepeso en Colombia, un análisis desde la economía;2025.0;;10.18359/rfce.7609;https://revistas.umng.edu.co/index.php/rfce/article/view/7609;;;;;;;;;;;No;;;;Sí;No;Sí;Sin falla relevante;;;No;;;Ciencias sociales y humanidades;;;;;;;Sin falla relevante;;
18;EXP_Cien_0030_2020_The_impact_of_different_types_of_innov_R20260402A.pdf;;Cadernos EBAPE.BR;Brasil;;;The impact of different types of innovation and governmental support in the performance of firms: the case of Central and Eastern Europe manufacturing SMEs;2020.0;;10.1590/1679-395174365x;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512019000400923&tlng=en;;;;;;;;;;;No declara;;;;SÃ­;No;SÃ­;Debilidad importante;;;No;;;Ciencias sociales y humanidades;;;;;;;Debilidad importante;;
19;EXP_Cien_0031_2020_Avaliação_da_coordenação_da_atenção_po_R20260402A.pdf;;REME: Revista Mineira de Enfermagem;Brasil;;;Avaliação da coordenação da atenção por usuários dos serviços de atenção primária à saúde;2020.0;;10.5935/1415-2762.20200007;https://periodicos.ufmg.br/index.php/reme/article/view/49975;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
20;EXP_Cien_0034_2018_Los_determinantes_del_pago_por_rendimi_R20260402A.pdf;;Estudios Gerenciales;Colombia;;;Los determinantes del pago por rendimiento en filiales argentinas de empresas multinacionales;2018.0;;https://doi.org/10.18046/j.estger.2018.149.2872;https://www.icesi.edu.co/revistas/index.php/estudios_gerenciales/article/view/2872;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias sociales y humanidades;;;;;;;Debilidad importante;;
21;EXP_Cien_0037_2015_Avaliação_de_um_programa_universitário_R20260402A.pdf;;Revista Brasileira de Atividade Física e Saúde;Brasil;;;Avaliação de um programa universitário de atividade física para idosos pelo modelo RE-AIM;2015.0;;10.12820/rbafs.v.20n3p270;https://rbafs.org.br/RBAFS/article/view/4462;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
22;EXP_Cien_0040_2012_Quantification_of_leaf_greenness_and_l_R20260402A.pdf;;Ciência e Agrotecnologia;Brasil;;;Quantification of leaf greenness and leaf spectral profile in plant diagnosis using an optical scanner Quantificação do nível de verde e padrão espectral foliar no diagnóstico de plantas através de um scanner ótico;2012.0;;10.1590/S1413-70542012000300006;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542012000300006;;;;;;;;;;;Sí;;;;Sí;No;Sí;Debilidad importante;;;No;;;Ciencias sociales y humanidades;;;;;;;Debilidad importante;;
23;EXP_Cien_0043_2009_Consciência_situacional_tomada_de_deci_R20260402A.pdf;;Production;Brasil;;;Consciência situacional, tomada de decisão e modos de controle cognitivo em ambientes complexos Situation awareness, decision making, and cognitive control in complex environments;2009.0;;10.1590/S0103-65132009000300002;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132009000300002;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
24;EXP_Cien_0045_2007_Entrenamiento_de_una_red_neuronal_mult_R20260402A.pdf;;Ingeniería e Investigación;Colombia;;;Entrenamiento de una red neuronal multicapa para la tasa de cambio euro - dólar (EUR/USD);2007.0;;;https://revistas.unal.edu.co/index.php/ingeinv/article/view/14851;;;;;;;;;;;SÃ­;;;;SÃ­;No;SÃ­;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
25;EXP_Cien_0046_2006_Pancreatitis_necrotizante_infectada_re_R20260402A.pdf;;Revista Colombiana de Cirugía;Colombia;;;Pancreatitis necrotizante infectada: resultados en una cohorte de baja mortalidad;2006.0;;;https://www.revistacirugia.org/index.php/cirugia/article/view/1167;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias sociales y humanidades;;;;;;;Debilidad importante;;
26;EXP_Cien_0047_2004_Incorporação_da_dependência_espacial_n_R20260402A.pdf;;Ciência e Agrotecnologia;Brasil;;;Incorporação da dependência espacial na análise de um experimento de avaliação de progênies de milho quanto à resistência à ferrugem comum Spatial dependency analysis of a maize progeny to evaluation the common rust resistance;2004.0;;10.1590/S1413-70542004000500024;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542004000500024;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
27;EXP_Cien_0049_2000_EVALUACION_DE_AGUA_SUBTERRANEA_PARA_RI_R20260402A.pdf;;Revista Águas Subterrâneas;Brasil;;;EVALUACION DE AGUA SUBTERRANEA PARA RIEGO EN LA ESTANCIA SAN BERNARDO, DEPARTAMENTO CAPITAL, PROVINCIA DE SAN LUIS, ARGENTINA;2000.0;;;https://aguassubterraneas.abas.org/asubterraneas/article/view/23531;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
28;EXP_Cien_0050_0_Undergraduate_Medical_Students_Percept_R20260402A.pdf;;Revista Brasileira de Educação Médica;Brasil;;;Undergraduate Medical Student’s Perception about the Progress Testing;2024.0;;10.1590/1981-5271v44.2-20190286.ing;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022020000200212&tlng=pt;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias sociales y humanidades;;;;;;;Debilidad importante;;
29;EXP_Cien_0051_2025_Computer_Technologies_for_Teaching_and_R20260402A.pdf;;Diversitas Journal;Brasil;;;Computer Technologies for Teaching and Self-directed Learning: Opportunities, Problems, and Coping Mechanisms;2025.0;;10.48017/dj.v10i3.3388;https://diversitasjournal.com.br/diversitas_journal/article/view/3388;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
31;EXP_Cien_0053_2024_A_execução_do_PDDE_na_região_Nordeste__R20260402A.pdf;;Revista Educação e Políticas em Debate;Brasil;;;A execução do PDDE na região Nordeste do Brasil e o  desempenho gerencial das escolas (2020-2022);2024.0;;10.14393/REPOD-v14n1a2025-72914;https://seer.ufu.br/index.php/revistaeducaopoliticas/article/view/72914;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias sociales y humanidades;;;;;;;Falla fuerte;;
